title,savedAt,query,language,article URL,main topic,stance / attitude towards,"Clickbaityness/credibility (0 is good, 1 is very bad)"
"Retail stocks including Macy's, Target get smoked as markets tank after retail sales miss - Yahoo Finance",16/12/2022 09:23,,en,https://finance.yahoo.com/news/retail-stocks-including-macys-target-get-smoked-as-markets-tank-after-retail-sales-miss-175643879.html,Retail stocks,1,0
"TikTok may push potentially harmful content to teens within minutes, study finds - CNN",16/12/2022 09:23,,en,https://www.cnn.com/2022/12/15/tech/tiktok-teens-study-trnd/index.html,TikTok,1,0
"Tesla selling in the short-term is a good time to buy, says EMJ's Eric Jackson - CNBC Television",16/12/2022 09:23,,en,https://www.youtube.com/watch?v=V8h1ob6rMYI,Tesla,2,0
Chartmaster: Where rates are headed after the Fed - CNBC Television,16/12/2022 09:23,,en,https://www.youtube.com/watch?v=oLJ7G8ceLEU,Fed,2,0
Ex-FTX CEO Bankman-Fried says he was just distracted. Feds disagree. - The Washington Post,16/12/2022 09:23,,en,https://www.washingtonpost.com/business/2022/12/15/sbf-fraud-docs/,FTX,1,0
"After $700 billion drop, angry Tesla investors say Elon Musk has ""abandoned"" them - CBS News",16/12/2022 09:23,,en,https://www.cbsnews.com/news/elon-musk-tesla-down-700-billion-in-value-angry-investors/,Tesla,1,0
Cramer's lightning round: You can pick up some shares of IBM on Friday - CNBC,16/12/2022 09:23,,en,https://www.cnbc.com/2022/12/15/cramers-lightning-round-you-can-pick-up-some-shares-of-ibm-on-friday.html,shares,3,0
Majority of states call on Supreme Court to review constitutionality of CFPB funding - Yahoo! Voices,16/12/2022 09:23,,en,https://thehill.com/regulation/court-battles/3776771-majority-of-states-call-on-supreme-court-to-review-constitutionality-of-cfpb-funding/,,,
Ed Yardeni on recession fears: The economy will prove to be remarkably resilient - CNBC Television,16/12/2022 09:23,,en,https://www.youtube.com/watch?v=jbcSUjY0vQ4,recession,3,0
Taco Bell is testing two new Mexican Pizza varieties - CNN,16/12/2022 09:23,,en,https://www.cnn.com/2022/12/15/business/taco-bell-mexican-pizza-test/index.html,Taco Bell,3,0
Ford hikes price of cheapest F-150 electric truck variant to nearly $56000 - Reuters,16/12/2022 09:23,,en,https://www.reuters.com/business/autos-transportation/ford-hikes-price-cheapest-f-150-electric-truck-variant-nearly-56000-2022-12-15/,Ford,1,0
"Gold, silver hit hard by hawkish Fed, surge in greenback - Kitco NEWS",16/12/2022 09:23,,en,https://www.kitco.com/news/2022-12-15/Gold-silver-hit-hard-by-hawkish-Fed-surge-in-greenback.html,Fed,1,0
SF Boba Guys closes original location after controversy - SFGATE,16/12/2022 09:23,,en,https://www.sfgate.com/food/article/san-francisco-boba-guys-closes-17656641.php,Boba Guys,1,0
Kevin O'Leary: It Looks Like War and CZ Won; SBF 'Innocent' Until Proven Guilty - Stansberry Research,16/12/2022 09:23,,en,https://www.youtube.com/watch?v=poPtJfVGktw,,,
California cuts payments to homeowners for solar panels feeding energy back to the grid - CNBC,16/12/2022 09:23,,en,https://www.cnbc.com/2022/12/15/california-lowers-solar-energy-incentives-for-homeowners.html,California,1,0
American Airlines Follows Delta In Making Change Flyers Will Hate - TheStreet,16/12/2022 09:23,,en,https://www.thestreet.com/investing/american-airlines-follows-delta-in-making-change-flyers-will-hate,American Airlines,1,0.6
Damaged fiber cables repaired; AT&T services restored in Southwest Louisiana - KPLC,16/12/2022 09:23,,en,https://www.kplctv.com/2022/12/15/att-outages-reported-around-southwest-louisiana/,AT&T,3,0
Sioux Falls restaurant pays damages for wage theft - KELOLAND.com,16/12/2022 09:23,,en,https://www.keloland.com/news/local-news/sioux-falls-restaurant-pays-damages-for-wage-theft/,,,
"AbbVie opts out of industry trade groups PhRMA, BIO plus Business Roundtable - Endpoints News",16/12/2022 09:23,,en,https://endpts.com/abbvie-opts-out-of-industry-trade-groups-phrma-bio-plus-business-roundtable/,,,
Electric vehicles confront the leap to the mass market - Reuters,16/12/2022 09:23,,en,https://www.reuters.com/business/autos-transportation/electric-vehicles-confront-leap-mass-market-2022-12-15/,Electric vehicles,3,0
These lawmakers probing FTX's collapse got donations from Sam Bankman-Fried and cronies - New York Post ,16/12/2022 09:23,,en,https://nypost.com/2022/12/15/these-lawmakers-probing-ftx-got-donations-from-bankman-fried-and-cronies/,FTX,1,0
Futures: Nasdaq Breaks Key Level; Here's The Silver Lining - Investor's Business Daily,16/12/2022 09:23,,en,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-nasdaq-breaks-key-level-apple-dives-here-is-the-silver-lining/,stocks,3,0.1
Adobe stock climbs on a more profitable quarter than predicted - CNBC,16/12/2022 09:23,,en,https://www.cnbc.com/2022/12/15/adobe-adbe-earnings-q4-2022.html,Adobe,3,0
Netflix stock sinks after reported ad target miss as analysts warn of 'competitive disadvantage' - Yahoo Finance,16/12/2022 09:23,,en,https://finance.yahoo.com/news/netflix-stock-sinks-after-reported-ad-target-miss-as-analysts-warn-of-competitive-disadvantage-154853513.html,Netflix,1,0
ECB raises rates to 2% and warns of more increases to come - Financial Times,16/12/2022 09:23,,en,https://www.ft.com/content/c76d26a3-b103-49a3-92fe-ff50f8c9ac72,ECB inflation,1,0
